GMAT,GPA,UNIVERSITY,MAJOR,JOBTITLE,GENDER,RACE,AGE,INTERNATIONAL,ODDS
680,3.3,Tier 3,Business,,MALE,White,25,,"Harvard: 20+%
Stanford: 10%
Dartmouth: 30-40%
MIT: 30%
Duke: 50%
Chicago: 50%
Berkeley: 50%"
760,3.1,Tier 3,Engineering,,Female,,24,,"Yale: 60+%
Stanford: 20-30%
Berkeley: 50%
Wharton: 40+%"
700,3.3,Tier 3,Engineering,,Female,,50,,"Stanford: 10% to 20%
Harvard: 20-30%
MIT: 30%
Berkeley: 20-40%
Northwestern: 30-40%
UCLA: 30-50%
USC: 40-50%"
700,3.64,Tier 3,Finance,,MALE,,75,,"UCLA: 50+%
Berkeley: 50+%
Chicago: 40% to 50+%
Northwestern: 40+%
New York: 30% to 40%
USC: 60+%
Harvard: 20% to 40%
Stanford: 10% to 20%
Wharton: 30% to 50%"
710,3.47,Tier 3,Economics,,,,,,"Stanford: 10% to 20%
Wharton: 30% to 40%
Northwestern: 50+%
Chicago: 50+%
Berkeley: 50+%
Harvard: 30% to 40%
MIT: 35% to 50%"
760,2.76,Tier 1,Economics,,MALE,White,27,,"Columbia: 30% to 40% (if early decision)
Chicago: 30% to 40%
Duke: 40+%
Michigan: 40+%
Cornell: 50+%
Virginia: 40+%"
720,3.3,Tier 3,Engineering,,MALE,White,26,,"Stanford: 20%
Berkeley: 40+%
Harvard: 30% to 40%
MIT: 40%"
710,3.8,Tier 3,Business,,MALE,Asian,27,,"Northwestern: 30%
Dartmouth: 20%
Duke: 30+%
Cornell: 40+%
Carnegie Mellon: 50%"
750,3.8,Tier 3,Engineering,,MALE,White,23,,"Stanford: 20% to 25%
Berkeley: 50+%
UCLA: 50+%
Columbia: 30% to 50%
MIT: 40+%"
730,3.1,Tier 3,Business,,Female,Asian,26,,"Wharton: 30% to 35%
Columbia: 30% to 40% (if Early Decision)
Yale: 30%
INSEAD: 50% to 60%
London: 50% to 60%"
700,3.4,Tier 3,Philosophy,,,White,29,,"UCLA: 30% to 35%
Cornell: 40% to 50%
Texas: 40% to 50%
Carnegie: 30% to 40%
Emory: 30% to 45%
USC: 40% to 50%"
760,3.57,Tier 1,Engineering,,,,,,"Harvard: 20% to 30%
Stanford: 15% to 30%
Wharton: 30% to 40%
Chicago: 40% to 50%
MIT: 40% to 50%
Dartmouth: 40% to 50%"
700,3.75,Tier 3,Political Science,,MALE,Asian,28,,"Stanford: 20%
Wharton: 30% to 45%
Chicago: 30% to 50%
Duke: 40% to 50%
Berkeley: 40%"
710,3.6,Tier 3,Engineering,,MALE,Black,24,,"Harvard: 40% to 50%
Stanford: 30% to 35%
Wharton: 50+%
Northwestern: 50+%
Berkeley: 50+%
MIT: 50+%
UCLA: 50+%"
700,7.8,Tier 3,,,Female,Asian,26,,"Harvard: 20% to 35%
Stanford: 10% to 20%
Northwestern: 35% to 50%
Wharton: 30% to 45%
Dartmouth: 20% to 30%
Duke: 50+%"
740,3.66,Tier 3,,,Female,White,28,,"Stanford: 10% to 20%
Chicago: 40% to 50+%
Northwestern: 40% to 50+%
Dartmouth: 40% to 50%
Michigan: 50+%
Virginia: 50+%"
690,3.85,Tier 3,,,MALE,White,29,,"Stanford: 20% to 30%
Harvard: 35% to 45+%
UCLA: 50+%
Berkeley: 50+%
Duke: 50+%"
700,3.45,Tier 3,Economics,,MALE,Asian,25,,"Northwestern: 30% to 50%
Chicago: 30% to 50%
Harvard: 10% to 20%
Wharton: 20% to 30%
Columbia: 30% to 50% (if early decision)
Berkeley: 40%"
780,3.4,Tier 3,Engineering,,MALE,White,27,,"Harvard: 20% to 40%
Stanford: 20%
Wharton (Lauder Program): 40% to 50%
Chicago: 50+%
MIT: 50+%
Northwestern: 50+%"
690,2.96,Tier 3,Economics,,MALE,White,26,,"Harvard: 20% to 30%
Stanford: 10% to 15%
Wharton: 35% to 40%
Northwestern: 35% to 45%
Virginia: 50+%
Duke: 50+%"
730,3.47,Tier 1,,,MALE,Black,24,,"Harvard: 30%
Stanford: 25%
Wharton: 35%
Kellogg: 40% to 45+%
Columbia: 35+%
Tuck: 40% to 45+%"
700,3.33,Tier 3,Philosophy,,MALE,White,28,,"Harvard: 20% to 30%
Stanford: 20%
Wharton: 30% to 40%
MIT: 20%
Yale: 30% to 40%
Chicago: 30% to 40%
Texas: 40+%"
720,3.8,Tier 3,International Studies,,Female,Asian,26,,"Stanford: 30% to 40%
Harvard: 30% to 50%
Berkeley: 50+%
Yale: 50+%"
760,3.5,Tier 3,STEM,,MALE,,25,,"Berkeley: 60+%
Stanford: 30%
UCLA: 60+%
MIT: 60+%
Harvard: 40+%"
730,3.24,Tier 3,,,MALE,White,26,,"Michigan: 40%
New York University: 30% to 40%
Columbia: 20%
UCLA: 40%
Georgetown: 50+%
Northwestern: 30% to 40%
Cornell: 40% to 50%
Southern California: 60+%"
700,3,Tier 3,Economics,,MALE,,,,"Harvard 2+2: -10%
INSEAD: 20%
Wharton: 10%
Yale: 10% to 20%"
670,3.4,Tier 3,Engineering,,Female,,27,,"Duke: 60+%
North Carolina: 60+%
Virginia: 60+%"
740,4,Tier 3,Finance,,Female,,28,,"Harvard: 20% 25%
Northwestern: 35% to 45%
Wharton: 30% to 40%
Chicago: 35% to 45%
Columbia: 40+%"
740,3.1,Tier 3,Finance,,MALE,White,26,,"Wharton: 20% to 25%
Dartmouth: 30% to 35%
Berkeley: 40%
Chicago: 25% to 35+%
Columbia: 20% to 30%
Northwestern: 30% to 40%
New York: 40% to 50%
MIT: 20%"
700,3.67,Tier 3,Economics,,Female,White,27,,"Harvard: 20%
Stanford: 20%
Wharton: 30% to 40%
Berkeley: 40%
Yale: 50%
Columbia: 50%
Chicago: 50%
Dartmouth: 50%
UCLA: 50%"
710,3.69,Tier 1,,,Female,White,25,,"Harvard: 30% to 40%
Stanford: 20% to 30%
Northwestern: 50+%
New York: 60+%
Columbia: 50+%
Wharton: 40%
MIT: 40% to 50%"
690,3.3,Tier 3,Economics,,MALE,White,28,,"Chicago: 30% to 50%
Northwestern: 30% to 50%
Michigan: 50%+
New York: 30%
Columbia: 30%"
700,3.95,Tier 3,Political Science,,Female,White,28,,"Wharton: 30%+
Harvard: 20% to 30%
Virginia: 50% to 60%
Chicago: 40% to 50%
Northwestern: 40% to 50%
Georgetown: 70%+
Maryland: 80%+"
,3.3,Tier 3,Engineering,,,,24,,"Harvard: 10% to 20%
Stanford: 10%
Oxford: 40%+
Columbia: 30% to 35%
Yale: 30% to 40%
INSEAD: 40% to 50%
Northwestern: 40% to 50%"
,3.7,Tier 1,,,Female,,29,,"Stanford: 20% to 30%
Chicago: 50%+
Northwestern: 50%+
Michigan: 60%+"
800,3.67,Tier 3,,,Female,White,25,,"Yale: 20%
Berkeley: 40%
Northwestern: 30% to 40%
Dartmouth: 20%
Texas: 50%
Georgetown: 50%"
700,3.9,Tier 3,Economics,,Female,Asian,25,,"Northwestern: 40%
Michigan: 40+%
Virginia: 50+%
Duke: 50+%
Dartmouth: 40%
[all assuming an evenly-split 700+ GMAT]"
720,3.5,Tier 1,,,Female,Asian,24,,"Stanford: 30% to 40%
Northwestern: 50%+
Columbia: 50%+
New York U. : 50%+ (full-time), 95%+ (part-time)"
720,3.6,Tier 3,Engineering,,MALE,,18,,"Stanford: 10%
Berkeley: 30% to 40%
Harvard: 20% to 35%"
700,3.7,Tier 3,Engineering,,MALE,Asian,26,,"Duke: 50%
Virginia: 50%
MIT: 30% to 40%
Northwestern: 40%
UNC: 50%+
Georgetown: 50%+"
700,3.33,Tier 3,Business,,MALE,Latinx,29,,"Harvard: 30%
Stanford: 20% to 30%
Wharton: 30%
Chicago: 30% to 40%
Columbia: 30% to 40%
Dartmouth: 30% to 40%"
650,3.5,Tier 3,Political Science,,MALE,White,29,,"(with 700+ GMAT)
Yale: 30%
Northwestern: 40%+
INSEAD: 50%+
Duke: 40%+
Brigham Young: 50%+"
650,3.5,Tier 3,Business,,MALE,,28,,"Harvard: 15% to 20%
Stanford: 10%
Berkeley: 20%
Dartmouth: 20%
INSEAD: 40% to 50%"
,3.75,Tier 3,,,MALE,White,26,,"MIT: 40%
Northwestern: 40%+
Stanford: 20%
Tuck: 40%+
Virginia: 50%+"
710,78.9,Tier 3,Engineering,,MALE,Black,26,,"Harvard: 40%
Stanford: 30%
Northwestern: 50%
Yale: 50%"
730,,Tier 3,Engineering,,MALE,Asian,27,,"Wharton: 20%
Northwestern: 30% to 40%
Duke: 30% to 40%
Virginia: 30% to 40%
Berkeley: 20% to 30%"
700,3.7,Tier 1,Economics,,,,30,,"Harvard: 30%
Stanford: 20%
Wharton: 30%
Berkeley: 40%+
UCLA: 40%+"
800,3.6,Tier 3,Finance,,MALE,Asian,25,,"Harvard: 20% to 30%
Wharton: 30% to 40%
Columbia (early decision): 50%+
NYU: 50%"
700,3.4,Tier 3,Finance,,MALE,White,31,,"Harvard: 20%
Duke: 30%
Wharton: 20%
Dartmouth: 30% to 40%
Chicago: 20% to 30%
Berkeley: 20% to 30%
Columbia: 20%"
660,,,,,Female,White,26,,"Harvard: 15%
Stanford: 10%
London: 30%
INSEAD: 30% to 40%"
800,3.78,Tier 3,Finance,,MALE,,27,,"Harvard: 40%
Stanford: 20% to 30%
Wharton: 40% to 50%
Chicago: 50%
Northwestern: 50%+
Dartmouth: 50%+"
700,2.99,Tier 3,,,Female,,26,,"Duke: 20% to 25%
Berkeley: 15% to 30%
Michigan: 20%
Virginia: 20% to 25%
Cornell: 20% to 25%
UCLA: 20% to 25%
UNC: 20% to 30%
Carnegie Mellon: 20% to 30%
Georgetown: 30%
USC: 30%
Indiana: 30%
Notre Dame: 30%+
Washington Univ.: 30%+
Univ. of Washington: 30%+"
800,3.22,Tier 3,Finance,,MALE,,26,,"Wharton: 10% to 20%
MIT: 10% to 15%
Columbia: 10% to 20%
Chicago: 10% to 20%
Northwestern: 20% to 30%
NYU: 30%"
,,,,,,,,,"Harvard: 30% to 40%
MIT: 40% to 50%
Columbia: 50%+
Yale: 50%+
Wharton: 50%+
Dartmouth: 50%+
Stanford: 20% to 30%"
690,3.97,Tier 3,,,Female,White,25,,"Wharton: 20%
UCLA: 30%+
UC-Berkeley: 20%
NYU: 40%+
Dartmouth: 20% to 35%
Columbia: 20% to 30%
Virginia: 30%+
INSEAD: 40%+
London: 40%"
800,3.6,Tier 1,Engineering,,Female,,24,,"Harvard: 30% to 40%
Stanford: 20%
MIT Sloan: 40%
UC-Berkeley: 40% to 50%
UCLA: 50%+
Northwestern: 50%+"
,3.7,Tier 3,,,MALE,White,28,,"Stanford: 5%
NYU: 30%
Northwestern: 30%
Columbia: 20%
Yale: 20%
UC-Berkeley: 20%
Michigan: 30% to 40%
Wisconsin-Madison: 50%"
,3.55,Tier 3,,,Female,White,27,,"Harvard: 30% to 40%
Wharton: 40%
Columbia: 40%
MIT: 40%
Yale: 40% to 50%
NYU: 50%+
Duke: 50%+"
800,3.75,Tier 3,Economics,,,,,,"Columbia: 40% (Early Decision)
Wharton: 30%
MIT: 25%
Yale: 40%+
NYU: 50%
Georgetown: 50%+"
800,3.18,Tier 3,,,Female,White,28,,"Harvard: 25% to 30%
Stanford: 15% to 20%
Northwestern: 40% to 50%
Dartmouth: 40% to 50%
Yale: 40% to 50%"
710,3,Tier 3,,,,,,,"Duke: 30% to 40%
Northwestern: 30% to 40%
Indiana: 50%
Emory: 50%
Michigan: 40% to 50%
Washington: 50%"
800,3.7,Tier 3,Engineering,,Female,Asian,25,,"Harvard: 30% to 40%
Stanford: 20%
Wharton: 30% to 40%
Chicago: 30% to 40%
MIT: 30% to 40%"
,3.7,Tier 1,Economics,,MALE,White,28,,"Wharton: 30%
Chicago: 30% to 40%
Columbia: 30% to 40%
MIT: 30%
Northwestern: 30% to 40%
Duke: 40% to 50%
Virginia: 40% to 50%"
760,3.76,Tier 3,Economics,,Female,White,28,,"Wharton: 30% to 40%
Columbia: 40% to 50% (early decision)
NYU: 40%+
Booth: 30% to 40%
Dartmouth: 30% to 40%
Yale: 40%
Northwestern: 40%
Cornell: 40%+"
,8.7,Tier 3,Engineering,,,,,,"Harvard 2+2: 1%
Stanford (deferred admissions): 1%
Yale Silver Scholar: 0%"
,4.18,Tier 3,,,Female,Asian,24,,Stanford: 10% to 20%
,3.74,Tier 3,Philosophy,,MALE,White,29,,"Harvard: 30%
Dartmouth: 40% to 50%.
Yale:
Duke: 50%+
Virginia: 50%+
Cornell: 50%+
UNC: 50%+
Georgetown: 50%+"
800,3.2,Tier 3,,,Female,Asian,25,,"Harvard: 30% to 40%
Wharton: 30% to 40%
Northwestern: 50%+
Stanford: 20%
Columbia: 40%"
670,8.8,Tier 3,,,MALE,,30,,"Northwestern: 20%
UCLA: 20%
Berkeley: 20%
New York: 30%
USC: 30%
London: 20% to 30%"
800,3.5,Tier 3,,,,,26,,"MIT: 30%
Northwestern: 30% to 40%
Chicago: 30% to 40%
Harvard: 25% to 30%
Wharton: 30% to 40%"
740,3.9,Tier 3,Finance,,,Asian,20,,"Harvard 2+2: 30% to 40%
Stanford GSB Deferred: 10%"
650,11,Tier 3,Economics,,,,,,"Columbia: 10% to 20%
Stanford: 10%
London: 30% to 40%
INSEAD: 40% to 50%
Oxford: 50%
IE: 50%"
,3.63,Tier 3,,,,,,,"Harvard: 30%
Stanford: 20%
Wharton: 20%"
700,3.55,Tier 3,,,MALE,White,25,,"Northwestern: 25% to 30%
Dartmouth: 20% to 25%
Columbia: 20%
Yale: 20%
Virginia: 30% to 40%"
800,3.5,Tier 3,Engineering,,MALE,White,25,,"Harvard: 40%+
Stanford: 25% to 30%
Wharton: 50%+
MIT: 50%+
Yale: 50%+"
800,7.1,Tier 3,Business,,MALE,,29,,"INSEAD: 50%+
MIT: 30% to 40%
Northwestern: 50%
Dartmouth: 30% to 40%
Duke: 50%+
Michigan: 50%+
Virginia: 50%+"
800,3.8,Tier 3,,,MALE,,25,,"Harvard: 20% to 25%
Stanford: 15%
Chicago: 30%
Northwestern: 30%
Duke: 40%"
